Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","33","Canada","5419","Yield","56","Maize","1989","1989","hg/ha","63512","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","1990","1990","hg/ha","68602","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","1991","1991","hg/ha","67098","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","1992","1992","hg/ha","56927","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","1993","1993","hg/ha","64241","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","1994","1994","hg/ha","73748","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","1995","1995","hg/ha","72528","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","1996","1996","hg/ha","69141","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","1997","1997","hg/ha","68702","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","1998","1998","hg/ha","80054","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","1999","1999","hg/ha","79747","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","2000","2000","hg/ha","62844","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","2001","2001","hg/ha","66187","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","2002","2002","hg/ha","70128","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","2003","2003","hg/ha","78193","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","2004","2004","hg/ha","82410","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","2005","2005","hg/ha","86035","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","2006","2006","hg/ha","84737","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","2007","2007","hg/ha","85108","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","2008","2008","hg/ha","90623","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","2009","2009","hg/ha","83723","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","2010","2010","hg/ha","100119","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","2011","2011","hg/ha","94522","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","2012","2012","hg/ha","92109","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","2013","2013","hg/ha","95857","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","2014","2014","hg/ha","94623","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","2015","2015","hg/ha","104288","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","2016","2016","hg/ha","105403","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","2017","2017","hg/ha","100237","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","2018","2018","hg/ha","97049","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","56","Maize","1978","1978","tonnes","4479500","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","1979","1979","tonnes","5276100","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","1980","1980","tonnes","5753200","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","1981","1981","tonnes","6682600","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","1982","1982","tonnes","6522300","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","1983","1983","tonnes","5931000","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","1984","1984","tonnes","6777500","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","1985","1985","tonnes","6969900","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","1986","1986","tonnes","5911500","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","1987","1987","tonnes","7014800","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","1988","1988","tonnes","5369200","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","1989","1989","tonnes","6571000","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","1990","1990","tonnes","7066000","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","1991","1991","tonnes","7413000","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","1992","1992","tonnes","4882600","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","1993","1993","tonnes","6501200","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","1994","1994","tonnes","7042900","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","1995","1995","tonnes","7270900","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","1996","1996","tonnes","7536400","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","1997","1997","tonnes","7180000","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","1998","1998","tonnes","8952400","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","1999","1999","tonnes","9161300","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","2000","2000","tonnes","6953700","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","2001","2001","tonnes","8389200","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","2002","2002","tonnes","8998800","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","2003","2003","tonnes","9587300","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","2004","2004","tonnes","8836800","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","2005","2005","tonnes","9332200","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","2006","2006","tonnes","8989800","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","2007","2007","tonnes","11648700","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","2008","2008","tonnes","10592000","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","2009","2009","tonnes","9561200","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","2010","2010","tonnes","12043300","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","2011","2011","tonnes","11358700","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","2012","2012","tonnes","13060100","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","2013","2013","tonnes","14190700","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","2014","2014","tonnes","11606400","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","2015","2015","tonnes","13679500","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","2016","2016","tonnes","13889000","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","2017","2017","tonnes","14095300","","Official data"
"QC","Crops","33","Canada","5510","Production","56","Maize","2018","2018","tonnes","13884800","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","1978","1978","ha","285299","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","1979","1979","ha","279200","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","1980","1980","ha","277200","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","1981","1981","ha","279200","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","1982","1982","ha","364000","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","1983","1983","ha","364000","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","1984","1984","ha","405000","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","1985","1985","ha","405000","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","1986","1986","ha","384400","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","1987","1987","ha","461000","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","1988","1988","ha","533000","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","1989","1989","ha","539500","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","1990","1990","ha","483600","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","1991","1991","ha","598000","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","1992","1992","ha","622900","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","1993","1993","ha","747900","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","1994","1994","ha","821100","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","1995","1995","ha","824000","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","1996","1996","ha","862200","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","1997","1997","ha","1059600","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","1998","1998","ha","980100","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","1999","1999","ha","1004000","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","2000","2000","ha","1060700","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","2001","2001","ha","1068900","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","2002","2002","ha","1023800","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","2003","2003","ha","1048600","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","2004","2004","ha","1173500","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","2005","2005","ha","1165200","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","2006","2006","ha","1201200","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","2007","2007","ha","1167400","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","2008","2008","ha","1195400","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","2009","2009","ha","1411700","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","2010","2010","ha","1505900","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","2011","2011","ha","1554200","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","2012","2012","ha","1694900","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","2013","2013","ha","1865100","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","2014","2014","ha","2256700","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","2015","2015","ha","2232500","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","2016","2016","ha","2231800","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","2017","2017","ha","2934800","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","236","Soybeans","2018","2018","ha","2539600","","Official data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","1978","1978","hg/ha","18072","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","1979","1979","hg/ha","23532","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","1980","1980","hg/ha","24892","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","1981","1981","hg/ha","21734","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","1982","1982","hg/ha","23297","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","1983","1983","hg/ha","20192","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","1984","1984","hg/ha","22642","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","1985","1985","hg/ha","24988","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","1986","1986","hg/ha","24969","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","1987","1987","hg/ha","27542","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","1988","1988","hg/ha","21625","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","1989","1989","hg/ha","22589","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","1990","1990","hg/ha","26096","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","1991","1991","hg/ha","24415","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","1992","1992","hg/ha","23363","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","1993","1993","hg/ha","26005","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","1994","1994","hg/ha","27447","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","1995","1995","hg/ha","27882","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","1996","1996","hg/ha","25168","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","1997","1997","hg/ha","25837","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","1998","1998","hg/ha","27922","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","1999","1999","hg/ha","27698","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","2000","2000","hg/ha","25483","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","2001","2001","hg/ha","15298","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","2002","2002","hg/ha","22814","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","2003","2003","hg/ha","21679","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","2004","2004","hg/ha","25939","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","2005","2005","hg/ha","27082","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","2006","2006","hg/ha","28850","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","2007","2007","hg/ha","23010","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","2008","2008","hg/ha","27906","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","2009","2009","hg/ha","25371","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","2010","2010","hg/ha","29515","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","2011","2011","hg/ha","28738","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","2012","2012","hg/ha","30010","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","2013","2013","hg/ha","28716","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","2014","2014","hg/ha","26786","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","2015","2015","hg/ha","28920","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","2016","2016","hg/ha","29557","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","2017","2017","hg/ha","26293","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","236","Soybeans","2018","2018","hg/ha","28613","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","1978","1978","tonnes","515580","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","1979","1979","tonnes","657000","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","1980","1980","tonnes","690000","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","1981","1981","tonnes","606800","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","1982","1982","tonnes","848000","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","1983","1983","tonnes","735000","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","1984","1984","tonnes","917000","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","1985","1985","tonnes","1012000","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","1986","1986","tonnes","959800","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","1987","1987","tonnes","1269700","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","1988","1988","tonnes","1152600","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","1989","1989","tonnes","1218700","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","1990","1990","tonnes","1262000","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","1991","1991","tonnes","1460000","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","1992","1992","tonnes","1455300","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","1993","1993","tonnes","1944900","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","1994","1994","tonnes","2253700","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","1995","1995","tonnes","2297500","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","1996","1996","tonnes","2170000","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","1997","1997","tonnes","2737700","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","1998","1998","tonnes","2736600","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","1999","1999","tonnes","2780900","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","2000","2000","tonnes","2703000","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","2001","2001","tonnes","1635200","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","2002","2002","tonnes","2335700","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","2003","2003","tonnes","2273300","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","2004","2004","tonnes","3043900","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","2005","2005","tonnes","3155600","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","2006","2006","tonnes","3465500","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","2007","2007","tonnes","2686200","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","2008","2008","tonnes","3335900","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","2009","2009","tonnes","3581600","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","2010","2010","tonnes","4444600","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","2011","2011","tonnes","4466500","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","2012","2012","tonnes","5086400","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","2013","2013","tonnes","5355900","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","2014","2014","tonnes","6044800","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","2015","2015","tonnes","6456300","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","2016","2016","tonnes","6596500","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","2017","2017","tonnes","7716600","","Official data"
"QC","Crops","33","Canada","5510","Production","236","Soybeans","2018","2018","tonnes","7266600","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","1978","1978","ha","24710","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","1979","1979","ha","23760","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","1980","1980","ha","26570","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","1981","1981","ha","29290","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","1982","1982","ha","28700","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","1983","1983","ha","30900","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","1984","1984","ha","27400","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","1985","1985","ha","12000","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","1986","1986","ha","23400","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","1987","1987","ha","22600","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","1988","1988","ha","20600","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","1989","1989","ha","22600","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","1990","1990","ha","24100","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","1991","1991","ha","24875","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","1992","1992","ha","22660","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","1993","1993","ha","22260","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","1994","1994","ha","25500","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","1995","1995","ha","24700","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","1996","1996","ha","23350","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","1997","1997","ha","14160","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","1998","1998","ha","18200","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","1999","1999","ha","17400","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","2000","2000","ha","16600","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","2001","2001","ha","11700","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","2002","2002","ha","10100","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","2003","2003","ha","12100","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","2004","2004","ha","14200","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","2005","2005","ha","13400","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","2006","2006","ha","15000","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","2007","2007","ha","13800","","Official data"
